19456,Hail Hydra (2015 - Present),2015,2099,Rated T+
19457,"Hank Johnson, Agent of Hydra (2015 - Present)",2015,2099,
18461,Harley-Davidson Presents Iron Man: Road Force Rides Again (2013),2013,2013,
16309,Hawkeye (2012 - Present),2012,2099,Rated T+
685,Hawkeye (2003 - 2004),2003,2004,Marvel Psr
19074,Hawkeye vs Deadpool (2014),2014,2014,
20812,Hercules (2015 - Present),2015,2099,Rated T+
9077,Heroes Reborn: The Return (1997 - 1998),1997,1998,
9940,Heroic Age: One Month to Live (2010),2010,2010,
16370,Hit-Girl (2012 - Present),2012,2099,
6700,Holiday Special (1969),1969,1969,
19461,House of Hem (2015),2015,2015,
19462,House of M (2015 - Present),2015,2099,Rated T+
7859,House of M: Masters of Evil (2009 - 2010),2009,2010,
20471,Howard the Duck (2015 - Present),2015,2099,Rated T+
19241,Howard the Duck (2015),2015,2015,Rated T+
19466,Howard the Human (2015 - Present),2015,2099,
20815,Howling Commandos of S.H.I.E.L.D. (2015 - Present),2015,2099,Rated T+
18834,Hulk (2014 - Present),2014,2099,Rated T
19077,Hulk Annual (2014),2014,2014,
15311,Hulk Smash Avengers (2011 - 2012),2011,2012,
2582,Hulk: Future Imperfect (1992 - 1993),1992,1993,
704,Hulk: Gray (2003 - 2004),2003,2004,Marvel Psr
478,Human Torch (2003 - 2004),2003,2004,MARVEL PSR
2020,Human Torch (1940 - 1954),1940,1954,
