PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2011,MAY,1,Fear Itself,2,3.99,Marvel,96318
COMIC,2011,MAY,2,Flashpoint,1,3.99,DC,86981
COMIC,2011,MAY,3,Green Lantern,66,2.99,DC,75371
COMIC,2011,MAY,4,Avengers,13,3.99,Marvel,68086
COMIC,2011,MAY,5,FF,3,2.99,Marvel,66885
COMIC,2011,MAY,6,Green Lantern Corps,60,2.99,DC,60964
COMIC,2011,MAY,7,FF,4,2.99,Marvel,60571
COMIC,2011,MAY,8,Batman Incorporated,6,2.99,DC,60480
COMIC,2011,MAY,9,New Avengers,12,3.99,Marvel,60328
COMIC,2011,MAY,10,Amazing Spider-Man,661,3.99,Marvel,59087
COMIC,2011,MAY,11,Amazing Spider-Man,660,3.99,Marvel,58249
COMIC,2011,MAY,12,Batman And Robin,23,2.99,DC,57525
COMIC,2011,MAY,13,Amazing Spider-Man,662,3.99,Marvel,55883
COMIC,2011,MAY,14,Batman,710,2.99,DC,55086
COMIC,2011,MAY,15,Flash,12,2.99,DC,54914
COMIC,2011,MAY,16,Uncanny X-Men,537,3.99,Marvel,53716
COMIC,2011,MAY,17,Green Lantern Emerald Warriors,10,2.99,DC,52971
COMIC,2011,MAY,18,X-Men Giant-Size,1,4.99,Marvel,52103
COMIC,2011,MAY,19,Secret Avengers,13,3.99,Marvel,51936
COMIC,2011,MAY,20,Uncanny X-Force,9,3.99,Marvel,51726
COMIC,2011,MAY,21,Uncanny X-Force,10,3.99,Marvel,50676
COMIC,2011,MAY,22,Mighty Thor,2,3.99,Marvel,50473
COMIC,2011,MAY,23,Moon Knight,1,3.99,Marvel,49018
COMIC,2011,MAY,24,Ultimate Comics Spider-Man,158,3.99,Marvel,47941
COMIC,2011,MAY,25,Justice League of America,57,2.99,DC,46729
COMIC,2011,MAY,26,X-Men,11,3.99,Marvel,46519
COMIC,2011,MAY,27,X-Men Legacy,248,2.99,Marvel,46083
COMIC,2011,MAY,28,X-Men Legacy,249,2.99,Marvel,45063
COMIC,2011,MAY,29,Invincible Iron Man,504,3.99,Marvel,44791
COMIC,2011,MAY,30,Captain America,618,3.99,Marvel,44748
COMIC,2011,MAY,31,Wolverine,9,3.99,Marvel,44635
COMIC,2011,MAY,32,Action Comics,901,2.99,DC,44143
COMIC,2011,MAY,33,Ultimate Avengers Vs New Ultimates,4,3.99,Marvel,43707
COMIC,2011,MAY,34,Venom,3,2.99,Marvel,40634
COMIC,2011,MAY,35,Detective Comics,877,2.99,DC,39609
COMIC,2011,MAY,36,Journey Into Mystery,623,2.99,Marvel,39003
COMIC,2011,MAY,37,Astonishing X-Men,37,3.99,Marvel,38513
COMIC,2011,MAY,38,Superman,711,2.99,DC,38471
COMIC,2011,MAY,39,Astonishing X-Men,38,3.99,Marvel,37580
COMIC,2011,MAY,40,Walking Dead,85,2.99,Image,37552
COMIC,2011,MAY,41,Batman Arkham City,1,2.99,DC,36597
COMIC,2011,MAY,42,Kirby Genesis,0,1.0,Dynamic Forces,36429
COMIC,2011,MAY,43,X-Men Prelude to Schism,1,2.99,Marvel,34796
COMIC,2011,MAY,44,New Mutants,25,3.99,Marvel,34724
COMIC,2011,MAY,45,Fear Itself Spider-Man,1,2.99,Marvel,34551
COMIC,2011,MAY,46,Batman Gates of Gotham,1,2.99,DC,32432
COMIC,2011,MAY,47,Hulk,33,2.99,Marvel,32273
COMIC,2011,MAY,48,Green Arrow,12,2.99,DC,31742
