PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2011,APRIL,1,Fear Itself,1,3.99,Marvel,128595
COMIC,2011,APRIL,2,Mighty Thor,1,3.99,Marvel,82071
COMIC,2011,APRIL,3,Green Lantern,65,2.99,DC,75780
COMIC,2011,APRIL,4,Brightest Day,23,2.99,DC,70289
COMIC,2011,APRIL,5,FF,2,2.99,Marvel,69790
COMIC,2011,APRIL,6,Brightest Day,24,4.99,DC,69742
COMIC,2011,APRIL,7,Avengers,12,3.99,Marvel,63441
COMIC,2011,APRIL,8,Batman Incorporated,5,2.99,DC,62204
COMIC,2011,APRIL,9,New Avengers,11,3.99,Marvel,61778
COMIC,2011,APRIL,10,Amazing Spider-Man,658,3.99,Marvel,61687
COMIC,2011,APRIL,11,Avengers,12.1,2.99,Marvel,60455
COMIC,2011,APRIL,12,Green Lantern Corps,59,2.99,DC,60162
COMIC,2011,APRIL,13,Action Comics,900,5.99,DC,60152
COMIC,2011,APRIL,14,Batman And Robin,22,2.99,DC,59076
COMIC,2011,APRIL,15,Amazing Spider-Man,659,3.99,Marvel,58258
COMIC,2011,APRIL,16,Uncanny X-Men,535,3.99,Marvel,56795
COMIC,2011,APRIL,17,Batman,709,2.99,DC,56578
COMIC,2011,APRIL,18,Flash,10,2.99,DC,54953
COMIC,2011,APRIL,19,Flash,11,2.99,DC,54633
COMIC,2011,APRIL,20,Uncanny X-Force,7,3.99,Marvel,54292
COMIC,2011,APRIL,21,Uncanny X-Men,536,3.99,Marvel,53502
COMIC,2011,APRIL,22,Uncanny X-Men,534.1,2.99,Marvel,53473
COMIC,2011,APRIL,23,X-Men Legacy,247,2.99,Marvel,51970
COMIC,2011,APRIL,24,Green Lantern Emerald Warriors,9,2.99,DC,51784
COMIC,2011,APRIL,25,Uncanny X-Force,8,3.99,Marvel,50908
COMIC,2011,APRIL,26,Ultimate Comics Spider-Man,157,3.99,Marvel,50896
COMIC,2011,APRIL,27,Secret Avengers,12,3.99,Marvel,50641
COMIC,2011,APRIL,28,X-Men,10,3.99,Marvel,50553
COMIC,2011,APRIL,29,Justice League of America,56,2.99,DC,47179
COMIC,2011,APRIL,30,Wolverine,8,3.99,Marvel,47010
COMIC,2011,APRIL,31,Secret Avengers,12.1,2.99,Marvel,46161
COMIC,2011,APRIL,32,Captain America,617,3.99,Marvel,45400
COMIC,2011,APRIL,33,Invincible Iron Man,503,3.99,Marvel,45314
COMIC,2011,APRIL,34,Journey Into Mystery,622,3.99,Marvel,43925
COMIC,2011,APRIL,35,Ultimate Avengers Vs New Ultimates,3,3.99,Marvel,43822
COMIC,2011,APRIL,36,Amazing Spider-Man Annual,38,3.99,Marvel,42040
COMIC,2011,APRIL,37,Venom,2,2.99,Marvel,41006
COMIC,2011,APRIL,38,Detective Comics,876,2.99,DC,40133
COMIC,2011,APRIL,39,Superman,710,2.99,DC,39644
COMIC,2011,APRIL,40,Herc,1,3.99,Marvel,38774
COMIC,2011,APRIL,41,New Mutants,24,2.99,Marvel,38701
COMIC,2011,APRIL,42,Superman Batman Annual,5,4.99,DC,33962
COMIC,2011,APRIL,43,Age of X Universe,2,3.99,Marvel,33640
COMIC,2011,APRIL,44,Green Arrow,11,2.99,DC,32669
COMIC,2011,APRIL,45,Fear Itself Home Front,1,3.99,Marvel,32601
COMIC,2011,APRIL,46,Justice Society of America,50,4.99,DC,32251
COMIC,2011,APRIL,47,Avengers Childrens Crusade,5,3.99,Marvel,31945
COMIC,2011,APRIL,48,Walking Dead,84,2.99,Image,31930
COMIC,2011,APRIL,49,Red Robin,22,2.99,DC,31786
COMIC,2011,APRIL,50,Wonder Woman,610,2.99,DC,31002
COMIC,2011,APRIL,51,Incredible Hulks,627,2.99,Marvel,30788
COMIC,2011,APRIL,52,Justice League Generation Lost,23,2.99,DC,30736
COMIC,2011,APRIL,53,Hulk,32,2.99,Marvel,30652
COMIC,2011,APRIL,54,Justice League Generation Lost,24,4.99,DC,30643
COMIC,2011,APRIL,55,Superboy,6,2.99,DC,30490
COMIC,2011,APRIL,56,Birds of Prey,11,2.99,DC,30270
COMIC,2011,APRIL,57,Incredible Hulks,626,2.99,Marvel,29782
COMIC,2011,APRIL,58,Carnage,4,3.99,Marvel,29466
COMIC,2011,APRIL,59,X-23,9,2.99,Marvel,28562
COMIC,2011,APRIL,60,Deadpool,35,2.99,Marvel,28517
COMIC,2011,APRIL,61,Superman Batman,83,2.99,DC,28403
COMIC,2011,APRIL,62,Deadpool,36,2.99,Marvel,28173
COMIC,2011,APRIL,63,Daken Dark Wolverine,8,2.99,Marvel,26925
COMIC,2011,APRIL,64,Batman Beyond,4,2.99,DC,26722
COMIC,2011,APRIL,65,Ultimate Comics Captain America,4,3.99,Marvel,26332
COMIC,2011,APRIL,66,Teen Titans,94,2.99,DC,25187
COMIC,2011,APRIL,67,Thunderbolts,156,2.99,Marvel,25117
COMIC,2011,APRIL,68,X-Factor,218,2.99,Marvel,24826
COMIC,2011,APRIL,69,Wolverine Best There Is,5,3.99,Marvel,24771
COMIC,2011,APRIL,70,Steve Rogers Super Soldier Annual,1,3.99,Marvel,24573
COMIC,2011,APRIL,71,Gotham City Sirens,22,2.99,DC,24438
COMIC,2011,APRIL,72,Batgirl,20,2.99,DC,24310
COMIC,2011,APRIL,73,Annihilators,2,4.99,Marvel,24117
COMIC,2011,APRIL,74,Avengers Academy,12,2.99,Marvel,23578
COMIC,2011,APRIL,75,Legion of Super Heroes,12,2.99,DC,23419
COMIC,2011,APRIL,76,Black Panther Man Without Fear,517,2.99,Marvel,23120
COMIC,2011,APRIL,77,Jla 80 Page Giant 2011,1,5.99,DC,22995
COMIC,2011,APRIL,78,Adventure Comics,525,2.99,DC,22946
COMIC,2011,APRIL,79,Silver Surfer,3,2.99,Marvel,22540
COMIC,2011,APRIL,80,Secret Warriors,26,2.99,Marvel,22394
COMIC,2011,APRIL,81,Shield Infinity,,4.99,Marvel,22260
COMIC,2011,APRIL,82,Heroes For Hire,5,2.99,Marvel,21815
COMIC,2011,APRIL,83,Supergirl,63,2.99,DC,21598
COMIC,2011,APRIL,84,DC Universe Online Legends,5,2.99,DC,21427
COMIC,2011,APRIL,85,Iron Man 2.0,3,2.99,Marvel,20905
COMIC,2011,APRIL,86,Titans,34,2.99,DC,20590
COMIC,2011,APRIL,87,DC Universe Online Legends,6,2.99,DC,20461
COMIC,2011,APRIL,88,Generation Hope,6,2.99,Marvel,20376
COMIC,2011,APRIL,89,Iron Man 2.0,4,2.99,Marvel,20342
COMIC,2011,APRIL,90,Secret Six,32,2.99,DC,19714
COMIC,2011,APRIL,91,Hellboy Buster Oakley Gets His Wish,,3.5,Dark Horse,19049
COMIC,2011,APRIL,92,Fables,104,2.99,DC,18811
COMIC,2011,APRIL,93,Punishermax,12,3.99,Marvel,18740
COMIC,2011,APRIL,94,Boys,53,3.99,Dynamic Forces,18692
COMIC,2011,APRIL,95,Zatanna,12,2.99,DC,18432
COMIC,2011,APRIL,96,Star Wars Legacy War,5,3.5,Dark Horse,18141
COMIC,2011,APRIL,97,Spectacular Spider-Man,1000,4.99,Marvel,18133
COMIC,2011,APRIL,98,Skaar King of Savage Land,1,2.99,Marvel,18002
COMIC,2011,APRIL,99,"Tomb of Dracula Presents Throne ofBlood",1,3.99,Marvel,17754
COMIC,2011,APRIL,100,"Star Wars Darth Vader &Lost Command",4,3.5,Dark Horse,17740
COMIC,2011,APRIL,101,Deadpool Family,1,3.99,Marvel,17392
COMIC,2011,APRIL,102,Wolverine & Jubilee,4,2.99,Marvel,17315
COMIC,2011,APRIL,103,"Dark Tower Gunslinger LittleSisters Eluria",5,3.99,Marvel,17283
COMIC,2011,APRIL,104,Power Girl,23,2.99,DC,17071
COMIC,2011,APRIL,105,Fear Itself Sins Past,1,4.99,Marvel,17038
COMIC,2011,APRIL,106,Deadpoolmax,7,3.99,Marvel,17005
COMIC,2011,APRIL,107,JSA All Stars,17,2.99,DC,16706
COMIC,2011,APRIL,108,Marvel Zombies Supreme,3,3.99,Marvel,16473
COMIC,2011,APRIL,109,American Vampire,14,2.99,DC,16168
COMIC,2011,APRIL,110,Walking Dead Survivors Guide,1,2.99,Image,16158
COMIC,2011,APRIL,111,Booster Gold,43,2.99,DC,16018
COMIC,2011,APRIL,112,True Blood Tainted Love,3,3.99,IDW,15899
COMIC,2011,APRIL,113,Invincible,79,2.99,Image,15558
COMIC,2011,APRIL,114,Spawn,206,2.99,Image,15160
COMIC,2011,APRIL,115,Dark Horse Presents,1,7.99,Dark Horse,15107
COMIC,2011,APRIL,116,Onslaught Unleashed,3,3.99,Marvel,14960
COMIC,2011,APRIL,117,Skaar King of Savage Land,2,2.99,Marvel,14915
COMIC,2011,APRIL,118,Danger Girl Army of Darkness,1,3.99,Dynamic Forces,14869
COMIC,2011,APRIL,119,Infestation,2,3.99,IDW,14606
COMIC,2011,APRIL,120,Godzilla Kingdom of Monsters,2,3.99,IDW,14492
COMIC,2011,APRIL,121,Warlord of Mars Dejah Thoris,2,3.99,Dynamic Forces,14286
COMIC,2011,APRIL,122,Haunt,15,2.99,Image,14280
COMIC,2011,APRIL,123,Osborn,5,3.99,Marvel,13915
COMIC,2011,APRIL,124,Warlord of Mars,6,3.99,Dynamic Forces,13837
COMIC,2011,APRIL,125,Cinderella Fables Are Forever,3,2.99,DC,13668
COMIC,2011,APRIL,126,First Wave Special,1,3.99,DC,13366
COMIC,2011,APRIL,127,Spider-Girl,6,2.99,Marvel,13235
COMIC,2011,APRIL,128,Outsiders,38,2.99,DC,13092
COMIC,2011,APRIL,129,Angel,44,3.99,IDW,12897
COMIC,2011,APRIL,130,Conan Road of Kings,4,3.5,Dark Horse,12827
COMIC,2011,APRIL,131,BPRD Dead Remembered,1 Jo Chen Cvr,3.5,Dark Horse,12825
COMIC,2011,APRIL,132,Namor First Mutant,9,2.99,Marvel,12493
COMIC,2011,APRIL,133,Captain America Fighting Avenger,1,4.99,Marvel,12486
COMIC,2011,APRIL,134,Super Dinosaur,1,2.99,Image,12473
COMIC,2011,APRIL,135,Chew,18,2.99,Image,12438
COMIC,2011,APRIL,136,G.I. Joe Vol.2,0,3.99,IDW,12353
COMIC,2011,APRIL,137,King Conan Scarlet Citadel,3,3.5,Dark Horse,12158
COMIC,2011,APRIL,138,Ruse,2,2.99,Marvel,11861
COMIC,2011,APRIL,139,Hawkeye: Blind Spot,3,2.99,Marvel,11702
COMIC,2011,APRIL,140,"Wolverine Hercules Myths Monstersand Mutants",2,2.99,Marvel,11389
COMIC,2011,APRIL,141,Marvel Backlist Reading Chronology,1,1.99,Marvel,11078
COMIC,2011,APRIL,142,Unwritten,24,2.99,DC,11028
COMIC,2011,APRIL,143,Morning Glories,9,2.99,Image,10975
COMIC,2011,APRIL,144,Sigil,2,2.99,Marvel,10887
COMIC,2011,APRIL,145,Godzilla Kingdom of Monsters,1,3.99,IDW,10783
COMIC,2011,APRIL,146,Izombie,12,2.99,DC,10727
COMIC,2011,APRIL,147,Green Hornet,15,3.99,Dynamic Forces,10708
COMIC,2011,APRIL,148,Suicide Girls,1,3.99,IDW,10613
COMIC,2011,APRIL,149,Lady Death,4,3.99,Avatar,10391
COMIC,2011,APRIL,150,Jonah Hex,66,2.99,DC,10335
COMIC,2011,APRIL,151,Irredeemable,24,3.99,Boom,10274
COMIC,2011,APRIL,152,G.I. Joe A Real American Hero,165,3.99,IDW,10218
COMIC,2011,APRIL,153,Rebels,27,2.99,DC,10014
COMIC,2011,APRIL,154,Captain America Hail Hydra,4,2.99,Marvel,9838
COMIC,2011,APRIL,155,Dungeons And Dragons,5,3.99,IDW,9833
COMIC,2011,APRIL,156,Transformers Ongoing,18,3.99,IDW,9813
COMIC,2011,APRIL,157,Thunder Agents,6,2.99,DC,9680
COMIC,2011,APRIL,158,Weird Worlds,4,3.99,DC,9665
COMIC,2011,APRIL,159,Dungeons And Dragons,6,3.99,IDW,9520
COMIC,2011,APRIL,160,Thunderstrike,5,3.99,Marvel,9446
COMIC,2011,APRIL,161,Doom Patrol,21,2.99,DC,9435
COMIC,2011,APRIL,162,Hellblazer,278,2.99,DC,9417
COMIC,2011,APRIL,163,Young Justice,3,2.99,DC,9407
COMIC,2011,APRIL,164,Planet of The Apes,1,3.99,Boom,9333
COMIC,2011,APRIL,165,Power Man And Iron Fist,4,2.99,Marvel,9322
COMIC,2011,APRIL,166,Thor Asgards Avenger,1,4.99,Marvel,9251
COMIC,2011,APRIL,167,"Witchfinder Lost & GoneForever",3,2.99,Dark Horse,9248
COMIC,2011,APRIL,168,Thunderbolts From Marvel Vault,1,2.99,Marvel,9001
COMIC,2011,APRIL,169,Spongebob Comics,2,2.99,Bongo,8930
COMIC,2011,APRIL,170,Image Firsts Invincible,1,1.0,Image,8882
COMIC,2011,APRIL,171,Nonplayer,1,2.99,Image,8869
COMIC,2011,APRIL,172,Ozma of Oz,5,3.99,Marvel,8797
COMIC,2011,APRIL,173,"Star Wars Darth Vader &Lost Command",3,3.5,Dark Horse,8624
COMIC,2011,APRIL,174,Freedom Fighters,8,2.99,DC,8601
COMIC,2011,APRIL,175,Hack Slash,3 Cvr A Seeley,3.5,Image,8554
COMIC,2011,APRIL,176,John Byrne Next Men,5,3.99,IDW,8525
COMIC,2011,APRIL,177,Sweet Tooth,20,2.99,DC,8361
COMIC,2011,APRIL,178,Xombi,2,2.99,DC,8345
COMIC,2011,APRIL,179,Halo Fall of Reach Covenant,1,3.99,Marvel,8313
COMIC,2011,APRIL,180,Incorruptible,17,3.99,Boom,8257
COMIC,2011,APRIL,181,Thor Whosoever Wields This Hammer,1,4.99,Marvel,8225
COMIC,2011,APRIL,182,Turok Son of Stone,2,3.5,Dark Horse,8015
COMIC,2011,APRIL,183,Spike,7,3.99,IDW,7836
COMIC,2011,APRIL,184,Mass Effect Evolution,4 Massimo Carnevale Cvr,3.5,Dark Horse,7815
COMIC,2011,APRIL,185,Infinite Vacation,2,3.5,Image,7786
COMIC,2011,APRIL,186,Axe Cop Bad Guy Earth,2,3.5,Dark Horse,7783
COMIC,2011,APRIL,187,Doctor Who Ongoing Vol.2,4,3.99,IDW,7477
COMIC,2011,APRIL,188,Tiny Titans,39,2.99,DC,7445
COMIC,2011,APRIL,189,Doc Savage,13,2.99,DC,7426
COMIC,2011,APRIL,190,Transformers Heart of Darkness,2,3.99,IDW,7426
COMIC,2011,APRIL,191,Death of Zorro,2,3.99,Dynamic Forces,7309
COMIC,2011,APRIL,192,Fear Itself Spotlight Fear,,3.99,Marvel,7275
COMIC,2011,APRIL,193,Grimm Fairy Tales,58,2.99,Zenescope,7198
COMIC,2011,APRIL,194,House of Mystery,36,2.99,DC,7096
COMIC,2011,APRIL,195,Doctor Solar Man of Atom,6,3.5,Dark Horse,7046
COMIC,2011,APRIL,196,Spirit,13,2.99,DC,7041
COMIC,2011,APRIL,197,Anita Blake Circus of Damned Ingenue,3,3.99,Marvel,7018
COMIC,2011,APRIL,198,Northlanders,39,2.99,DC,6983
