PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2011,JULY,1,Amazing Spider-Man,666,3.99,Marvel,135568
COMIC,2011,JULY,2,Captain America,1,3.99,Marvel,96926
COMIC,2011,JULY,3,Fear Itself,4,3.99,Marvel,93435
COMIC,2011,JULY,4,Flashpoint,3,3.99,DC,86007
COMIC,2011,JULY,5,Green Lantern,67,2.99,DC,74521
COMIC,2011,JULY,6,Daredevil,1,3.99,Marvel,64866
COMIC,2011,JULY,7,Batman The Dark Knight,3,2.99,DC,62792
COMIC,2011,JULY,8,Avengers,15,3.99,Marvel,62580
COMIC,2011,JULY,9,War of The Green Lanterns Aftermath,1,3.99,DC,61166
COMIC,2011,JULY,10,Green Lantern Corps,61,2.99,DC,60836
COMIC,2011,JULY,11,X-Men Schism,1,4.99,Marvel,58326
COMIC,2011,JULY,12,New Avengers,14,3.99,Marvel,58306
COMIC,2011,JULY,13,Green Lantern Corps,62,2.99,DC,57928
COMIC,2011,JULY,14,Batman The Dark Knight,4,2.99,DC,57333
COMIC,2011,JULY,15,Uncanny X-Men,540,3.99,Marvel,57206
COMIC,2011,JULY,16,Amazing Spider-Man,665,3.99,Marvel,56948
COMIC,2011,JULY,17,Uncanny X-Men,541,3.99,Marvel,55856
COMIC,2011,JULY,18,FF,6,2.99,Marvel,55601
COMIC,2011,JULY,19,Uncanny X-Force,12,3.99,Marvel,55413
COMIC,2011,JULY,20,Batman And Robin,25,2.99,DC,55172
COMIC,2011,JULY,21,FF,7,2.99,Marvel,54022
COMIC,2011,JULY,22,Batman,712,2.99,DC,51385
COMIC,2011,JULY,23,Captain America And Bucky,620,2.99,Marvel,51187
COMIC,2011,JULY,24,Ultimate Comics Fallout,1,3.99,Marvel,49084
COMIC,2011,JULY,25,Green Lantern Emerald Warriors,12,2.99,DC,48087
COMIC,2011,JULY,26,Secret Avengers,15,3.99,Marvel,46712
COMIC,2011,JULY,27,Ultimate Comics Fallout,2,3.99,Marvel,45371
COMIC,2011,JULY,28,X-Men Schism,2,3.99,Marvel,45152
COMIC,2011,JULY,29,X-Men,14,3.99,Marvel,45150
COMIC,2011,JULY,30,Mighty Thor,4,3.99,Marvel,44586
COMIC,2011,JULY,31,Ultimate Comics Fallout,3,3.99,Marvel,44492
COMIC,2011,JULY,32,Justice League of America,59,2.99,DC,43545
COMIC,2011,JULY,33,X-Men,15,3.99,Marvel,43038
COMIC,2011,JULY,34,Ultimate Avengers Vs New Ultimates,6,3.99,Marvel,42760
COMIC,2011,JULY,35,Wolverine,12,3.99,Marvel,42110
COMIC,2011,JULY,36,X-Men Legacy,252,2.99,Marvel,41365
COMIC,2011,JULY,37,Ghost Rider,1,3.99,Marvel,41308
COMIC,2011,JULY,38,"Brightest Day Aftermath Search forSwamp Thing",2,2.99,DC,41257
COMIC,2011,JULY,39,Invincible Iron Man,506,3.99,Marvel,41052
COMIC,2011,JULY,40,"Flashpoint Batman Knight ofVengeance",2,2.99,DC,40760
COMIC,2011,JULY,41,Action Comics,903,2.99,DC,40205
COMIC,2011,JULY,42,Fear Itself Uncanny X-Force,1,2.99,Marvel,39605
COMIC,2011,JULY,43,Detective Comics,879,2.99,DC,39185
COMIC,2011,JULY,44,Detective Comics,880,2.99,DC,38585
COMIC,2011,JULY,45,Superman,713,2.99,DC,36646
COMIC,2011,JULY,46,Astonishing X-Men,40,3.99,Marvel,35593
COMIC,2011,JULY,47,Venom,5,2.99,Marvel,35102
COMIC,2011,JULY,48,"Flashpoint Abin Sur The GreenLantern",2,2.99,DC,34698
