PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2001,APRIL,1,Ultimate X-Men,5,2.25,Marvel,109670
COMIC,2001,APRIL,2,Uncanny X-Men,393,2.25,Marvel,105890
COMIC,2001,APRIL,3,X-Men,113,2.25,Marvel,103634
COMIC,2001,APRIL,4,Ultimate Spider-Man,8,2.25,Marvel,84500
COMIC,2001,APRIL,5,Amazing Spider-Man,30,2.25,Marvel,77314
COMIC,2001,APRIL,6,JLA,53,2.25,DC,74294
COMIC,2001,APRIL,7,Wolverine,163,2.25,Marvel,73053
COMIC,2001,APRIL,8,"Ultimate Marvel Spider-Man& Hulk",3,2.25,Marvel,72098
COMIC,2001,APRIL,9,Green Arrow,3,2.5,DC,69694
COMIC,2001,APRIL,10,Avengers,41,2.25,Marvel,67719
COMIC,2001,APRIL,11,Daredevil,16 (Res),2.99,Marvel,64209
COMIC,2001,APRIL,12,Daredevil,17 (Res),2.99,Marvel,64026
COMIC,2001,APRIL,13,Daredevil Yellow,2,3.5,Marvel,60819
COMIC,2001,APRIL,14,Spawn,109,2.5,Image,57513
COMIC,2001,APRIL,15,Tangled Web The Thousand,1,2.99,Marvel,53234
COMIC,2001,APRIL,16,Fantastic Four,42,2.25,Marvel,53060
COMIC,2001,APRIL,17,Peter Parker Spider-Man,30,2.25,Marvel,51611
COMIC,2001,APRIL,18,Universe X,9,3.5,Marvel,46967
COMIC,2001,APRIL,19,X-Men Unlimited,31,2.99,Marvel,46863
COMIC,2001,APRIL,20,Batman,590,2.25,DC,43396
COMIC,2001,APRIL,21,JSA,23,2.5,DC,42558
COMIC,2001,APRIL,22,Thor,36,2.25,Marvel,42432
COMIC,2001,APRIL,23,Superman,169,2.25,DC,41929
COMIC,2001,APRIL,24,Beasts,,3.99,Marvel,41690
COMIC,2001,APRIL,25,Detective Comics,757,2.5,DC,41595
COMIC,2001,APRIL,26,Midnight Nation,7,2.5,Image,40853
COMIC,2001,APRIL,27,Tomb Raider,13,2.5,Image,40744
COMIC,2001,APRIL,28,Fathom Killian,2,2.95,Image,40132
COMIC,2001,APRIL,29,JLA Black Baptism,2,2.5,DC,40098
COMIC,2001,APRIL,30,Captain America,42,2.25,Marvel,39803
COMIC,2001,APRIL,31,Batgirl,15,2.5,DC,39529
COMIC,2001,APRIL,32,Iron Man,41,2.25,Marvel,39508
