PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2004,AUGUST,1,Astonishing X-Men,4,2.99,Marvel,145546
COMIC,2004,AUGUST,2,Superman,208,2.5,DC,129259
COMIC,2004,AUGUST,3,Identity Crisis,3,3.95,DC,124604
COMIC,2004,AUGUST,4,"X-Men End Bk 1 Dreamers &Demons",1,2.99,Marvel,109590
COMIC,2004,AUGUST,5,Ultimate X-Men,50,2.25,Marvel,103156
COMIC,2004,AUGUST,6,Ultimate Nightmare,1,2.25,Marvel,102657
COMIC,2004,AUGUST,7,"X-Men End Bk 1 Dreamers &Demons",2,2.99,Marvel,98580
COMIC,2004,AUGUST,8,Ultimate Spider-Man,63,2.25,Marvel,96281
COMIC,2004,AUGUST,9,Uncanny X-Men,447,2.25,Marvel,95840
COMIC,2004,AUGUST,10,Ultimate Spider-Man,64,2.25,Marvel,94684
COMIC,2004,AUGUST,11,X-Men,160,2.25,Marvel,91792
COMIC,2004,AUGUST,12,Ultimate Fantastic Four,10,2.25,Marvel,90672
COMIC,2004,AUGUST,13,Amazing Spider-Man,511,2.25,Marvel,88120
COMIC,2004,AUGUST,14,Marvel Knights Spider-Man,5,2.99,Marvel,75563
COMIC,2004,AUGUST,15,Batman,631,2.25,DC,72289
COMIC,2004,AUGUST,16,Ultimate Elektra,1,2.25,Marvel,68342
COMIC,2004,AUGUST,17,X-Force,1,2.99,Marvel,66621
COMIC,2004,AUGUST,18,Wolverine,18,2.25,Marvel,65306
COMIC,2004,AUGUST,19,Teen Titans,14,2.5,DC,63896
COMIC,2004,AUGUST,20,Supreme Power,12,2.99,Marvel,61800
COMIC,2004,AUGUST,21,JLA,103,2.25,DC,61720
COMIC,2004,AUGUST,22,JLA,104,2.25,DC,60751
COMIC,2004,AUGUST,23,Excalibur,4,2.99,Marvel,56154
COMIC,2004,AUGUST,24,Spectacular Spider-Man,18,2.25,Marvel,52272
COMIC,2004,AUGUST,25,Daredevil,63,2.99,Marvel,52091
COMIC,2004,AUGUST,26,New X-Men,4,2.99,Marvel,51903
COMIC,2004,AUGUST,27,Detective Comics,797,2.95,DC,50696
COMIC,2004,AUGUST,28,Fantastic Four,517,2.99,Marvel,50248
COMIC,2004,AUGUST,29,Conan,7,2.99,Dark Horse,47053
COMIC,2004,AUGUST,30,Venom Vs Carnage,2,2.99,Marvel,46518
COMIC,2004,AUGUST,31,Robin,129,2.25,DC,45643
COMIC,2004,AUGUST,32,Justice League Elite,2,2.5,DC,45571
COMIC,2004,AUGUST,33,Punisher,10,2.99,Marvel,45397
COMIC,2004,AUGUST,34,Soulfire,1,2.99,Aspen,45159
COMIC,2004,AUGUST,35,Batman Gotham Knights,56,2.5,DC,44978
COMIC,2004,AUGUST,36,Nightwing,96,2.25,DC,44559
COMIC,2004,AUGUST,37,Doctor Spectrum,1,2.99,Marvel,44219
COMIC,2004,AUGUST,38,Incredible Hulk,75,3.5,Marvel,44067
COMIC,2004,AUGUST,39,Action Comics,818,2.5,DC,43258
COMIC,2004,AUGUST,40,Invaders,1,2.99,Marvel,42578
COMIC,2004,AUGUST,41,Incredible Hulk,76,3.5,Marvel,42499
COMIC,2004,AUGUST,42,Batman Legends of the Dark Knight,182,2.5,DC,42224
COMIC,2004,AUGUST,43,Flash,213,2.25,DC,41364
COMIC,2004,AUGUST,44,JSA,64,2.5,DC,41313
COMIC,2004,AUGUST,45,Wolverine/Punisher,5,2.99,Marvel,40829
COMIC,2004,AUGUST,46,Rogue,2,2.99,Marvel,39911
COMIC,2004,AUGUST,47,Marvel Knights 4,9,2.99,Marvel,39744
COMIC,2004,AUGUST,48,Batgirl,55,2.5,DC,39470
COMIC,2004,AUGUST,49,Adventures of Superman,631,2.5,DC,38848
COMIC,2004,AUGUST,50,Captain America,30,2.99,Marvel,38465
COMIC,2004,AUGUST,51,Exiles,50,2.99,Marvel,37959
COMIC,2004,AUGUST,52,Amazing Fantasy,2,2.99,Marvel,37048
COMIC,2004,AUGUST,53,Catwoman,34,2.5,DC,37034
COMIC,2004,AUGUST,54,Exiles,51,2.99,Marvel,36947
COMIC,2004,AUGUST,55,Thor,83,2.99,Marvel,36520
COMIC,2004,AUGUST,56,Green Lantern,180,2.25,DC,36426
COMIC,2004,AUGUST,57,Transformers Generation One Vol. 3,7,2.95,Dreamwave,34756
COMIC,2004,AUGUST,58,Spawn,137,2.5,Image,34735
COMIC,2004,AUGUST,59,Avengers,500 Directors Cut,4.99,Marvel,34417
COMIC,2004,AUGUST,60,Amazing Fantasy,3,2.99,Marvel,33918
COMIC,2004,AUGUST,61,X-Men Unlimited,4,2.99,Marvel,33896
COMIC,2004,AUGUST,62,Powers,3,2.95,Marvel,33629
COMIC,2004,AUGUST,63,Avengers/Thunderbolts,6,2.99,Marvel,33513
COMIC,2004,AUGUST,64,Iron Man,87,2.99,Marvel,33513
COMIC,2004,AUGUST,65,Identity Disc,3,2.99,Marvel,33130
COMIC,2004,AUGUST,66,Birds of Prey,71,2.5,DC,32299
COMIC,2004,AUGUST,67,Green Arrow,41,2.5,DC,32270
COMIC,2004,AUGUST,68,DC Comics Presents Superman,1,2.5,DC,32118
COMIC,2004,AUGUST,69,JSA Strange Adventures,1,3.5,DC,32082
COMIC,2004,AUGUST,70,Powerless,3,2.99,Marvel,31915
COMIC,2004,AUGUST,71,Birds of Prey,72,2.5,DC,31836
COMIC,2004,AUGUST,72,DC Comics Presents JLA,1,2.5,DC,31749
COMIC,2004,AUGUST,73,Cable Deadpool,6,2.99,Marvel,31034
COMIC,2004,AUGUST,74,Majestic,1,2.95,DC,30882
COMIC,2004,AUGUST,75,District X,4,2.99,Marvel,30817
COMIC,2004,AUGUST,76,Captain America & Falcon,6,2.99,Marvel,30253
COMIC,2004,AUGUST,77,DC Comics Presents Flash,1,2.5,DC,30159
COMIC,2004,AUGUST,78,We 3,1,2.95,DC,29768
COMIC,2004,AUGUST,79,Loki,3,3.5,Marvel,29588
COMIC,2004,AUGUST,80,Firestorm,4,2.5,DC,28402
COMIC,2004,AUGUST,81,Emma Frost,14,2.99,Marvel,28214
COMIC,2004,AUGUST,82,Doom Patrol,3,2.5,DC,28099
COMIC,2004,AUGUST,83,G.I. Joe,33,2.95,Devil's Due,28005
COMIC,2004,AUGUST,84,Astro City Special,,3.95,DC,27983
COMIC,2004,AUGUST,85,Wonder Woman,207,2.25,DC,27188
COMIC,2004,AUGUST,86,Street Fighter,9,2.95,Devil's Due,26660
COMIC,2004,AUGUST,87,Y The Last Man,25,2.95,DC,26617
COMIC,2004,AUGUST,88,Transformers Micromasters,2,2.95,Dreamwave,26053
COMIC,2004,AUGUST,89,Mystique,18,2.99,Marvel,25944
COMIC,2004,AUGUST,90,Weapon X,27,2.99,Marvel,25605
COMIC,2004,AUGUST,91,Manhunter,1,2.5,DC,25518
COMIC,2004,AUGUST,92,Fables,28,2.5,DC,25077
COMIC,2004,AUGUST,93,DC Comics Presents Atom,1,2.5,DC,25077
COMIC,2004,AUGUST,94,Alpha Flight,6,2.99,Marvel,25005
COMIC,2004,AUGUST,95,She Hulk,6,2.99,Marvel,24752
COMIC,2004,AUGUST,96,Hawkman,31,2.5,DC,24036
COMIC,2004,AUGUST,97,Batman/Catwoman Trail of the Gun,1,5.95,DC,23494
COMIC,2004,AUGUST,98,Aquaman,21,2.5,DC,23487
COMIC,2004,AUGUST,99,Legion,37,2.5,DC,23479
COMIC,2004,AUGUST,100,Legion,38,2.5,DC,23328
COMIC,2004,AUGUST,101,X-Statix,26,2.99,Marvel,22771
COMIC,2004,AUGUST,103,Spider-Girl,77,2.99,Marvel,21759
COMIC,2004,AUGUST,104,Scratch,3,2.5,DC,21658
COMIC,2004,AUGUST,105,Ex Machina,3,2.95,DC,21622
COMIC,2004,AUGUST,106,G.I. Joe Reloaded,6,2.95,Devil's Due,21513
COMIC,2004,AUGUST,107,Books of Magick Life During Wartime,2,2.5,DC,21354
COMIC,2004,AUGUST,108,Silver Surfer,12,2.99,Marvel,20776
COMIC,2004,AUGUST,109,Authority More Kev,3,2.95,DC,20747
COMIC,2004,AUGUST,110,Authority Vol. 2,14,2.95,DC,20328
COMIC,2004,AUGUST,111,Swamp Thing,6,2.95,DC,19973
COMIC,2004,AUGUST,112,Devil May Cry,2,3.95,Dreamwave,19973
COMIC,2004,AUGUST,113,Star Wars Republic,67,2.99,Dark Horse,19706
COMIC,2004,AUGUST,114,Star Wars Republic,68,2.99,Dark Horse,19496
COMIC,2004,AUGUST,115,Man Thing,2,2.99,Marvel,19193
COMIC,2004,AUGUST,116,Thor Son of Asgard,7,2.99,Marvel,18990
COMIC,2004,AUGUST,117,Bite Club,5,2.95,DC,18824
COMIC,2004,AUGUST,118,Star Wars Empire,23,2.99,Dark Horse,18795
COMIC,2004,AUGUST,119,Runaways,17,2.99,Marvel,18564
COMIC,2004,AUGUST,120,Starjammers,3,2.99,Marvel,18434
COMIC,2004,AUGUST,121,Guardians,2,2.99,Marvel,18347
COMIC,2004,AUGUST,122,Challengers of the Unknown,3,2.95,DC,18116
COMIC,2004,AUGUST,123,Iron Fist,6,2.99,Marvel,17985
COMIC,2004,AUGUST,124,Mary Jane,3,2.25,Marvel,17725
COMIC,2004,AUGUST,125,Witchblade,78,2.99,Image,17385
COMIC,2004,AUGUST,126,Darkness Vol. 2,13,2.99,Image,17328
