ID, TITLE, ISSUENUMBER, EST_SALES, MONTH_RANK, DESCR, CHARACTERS, CREATORS, REL_EVENTS, DATE_INFO, PRICE_INFO
51137,Axis: Revolutions (2014) #3,3,26364,95,"In the wake of their battle with the Red Skull, the world has been altered: Heroes have gone bad! Villains have gone good! And AXIS REVOLUTIONS brings you tales of these shocking turns...",, | writer:Frank Barbiere | writer:Ray Fawkes | penciller:Tan Eng Huat | penciller (cover):Ken Lashley, | Axis, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:3.99 
51519,Axis: Revolutions (2014) #4,4,25445,101,"Companion series to AVENGERS & X-MEN: AXIS! - In the wake of their battle with the Red Skull, the world has been altered: Heroes have gone bad! Villains have gone good! And AXIS REVOLUTIONS brings you tales of these shocking turns... - She-Hulk breaks the law! - Sandman reaches out to help a friend...in prison! - And Kitty Pryde robs a bank?? ",, | writer:John Barber | writer:Howard Chaykin | penciller (cover):Ken Lashley,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99 51521,Big Thunder Mountain Railroad (2015) #1,1,17567,124,"Millions of fans have climbed aboard the ""wildest ride in the wilderness""-and now Marvel hurtles you through the mists of time to reveal the never-before-told saga of how the dangerous gold mine of Big Thunder Mountain became the haunted legend it is today! Malevolent mine owner Barnabas T. Bullion is determined to shelter his teen daughter Abigail from the dangers of the Wild West, but this brave young hero has other ideas...which include robbing her own father's mine as a masked bandit! Earthquakes! Floods! Dynamite-chewing goats! Can the denizens of Rainbow Ridge survive the clash between mankind's greed and nature's fury? And what is the protective power that dwells deep within the mysterious mountain? Surprises await you in the latest Disney Kingdoms saga by the acclaimed duo of Dennis Hopeless (Spider-Woman) and Tigh Walker (Avengers Undercover)! ",, | penciller (cover):Pasqual Ferry | writer:Dennis Hopeless | artist:Tigh Walker,, | onsaleDate:2015-03-25T00:00:00-0400 | focDate:2015-03-11T00:00:00-0400, | printPrice:3.99 
51523,Big Thunder Mountain Railroad (2015) #2,2,11231,222,"THE WORLD FAMOUS, THRILL-PACKED DISNEY ATTRACTION ROARS TO LIFE AS AN ALL-NEW MARVEL EPIC BURSTING WITH ACTION, ROMANCE, MYSTERY, AND ADVENTURE! The never-before-told saga of how the dangerous gold mine of Big Thunder Mountain became the haunted legend it is today! Malevolent mine owner Barnabas T. Bullion is determined to shelter his teen daughter Abigail from the dangers of life in the Wild West. Abby has other plans...but even she wasn't counting on robbing her own father's train full of gold! Abigail's made her way into the Big Thunder Mountain Mine...but will she make it out? And what is the protective power that dwells deep within the mysterious mountain? Surprises await you in the latest Disney Kingdoms saga by the acclaimed duo of Dennis Hopeless (Spider-Woman) and Tigh Walker (Avengers Undercover)! ",, | penciller (cover):Pasqual Ferry | writer:Dennis Hopeless | artist:Tigh Walker,, | onsaleDate:2015-04-15T00:00:00-0400 | focDate:2015-04-01T00:00:00-0400, | printPrice:3.99 
51524,Big Thunder Mountain Railroad (2015) #3,3,8407,204,"GET READY FOR JAW-DROPPING REVEALS, FLASH FLOODS AND MASKED BANDITS AS MARVEL'S ALL-NEW EPIC BASED ON DISNEY'S THRILL-PACKED ATTRACTION ROARS ONWARDS! Abigail Bullion knew there was something strange about her father's mine in Big Thunder Mountain...but she never expected this! Desperate times call for desperate alliances...and a flash flood in the desert town is as desperate as it gets! Plus: the shocking truth about the gang of bandits that will change Abby's destiny! ",, | penciller (cover):Pasqual Ferry | writer:Dennis Hopeless | artist:Tigh Walker,, | onsaleDate:2015-05-27T00:00:00-0400 | focDate:2015-05-13T00:00:00-0400, | printPrice:3.99 
51525,Big Thunder Mountain Railroad (2015) #4,4,"7,855",214,"Abby throws her lot in with the bandits! But who can she really trust? Big Thunder is in dire straits...but mining profits are the least of Bullion's worries! Elements based on Big Thunder Mountain Railroad � Disney. ",, | writer:Dennis Hopeless | penciller (cover):Marcio Takara | artist:Tigh Walker,, | onsaleDate:2015-06-17T00:00:00-0400 | focDate:2015-06-03T00:00:00-0400, | printPrice:3.99  
51526,Big Thunder Mountain Railroad (2015) #5,5,6723,240,"BIG THUNDER...OFF THE RAILS! - The spirit of Big Thunder Mountain takes our heroes on their wildest ride yet! - But will they all survive it unscathed? - Mysterious mountain spirits, runaway mine trains, and a fortune in gold at stake-it's all been leading to this! ",, | writer:Dennis Hopeless | penciller (cover):Marcio Takara | artist:Tigh Walker,, | onsaleDate:2015-08-05T00:00:00-0400 | focDate:2015-07-22T00:00:00-0400, | printPrice:3.99  
56781,Black Knight (2015) #1,1,39381,61,"What do you do when it's your destiny to be damned? For centuries, that is the question that has plagued each wielder of the Ebony Blade... with all of them eventually meeting untimely ends due to the sword's curse. And it is the question the current Black Knight, Dane Whitman, must ask himself as his addiction to the blade grows ever stronger and he finds himself in the aptly named Weirdworld. What are the circumstances that brought him to leave Earth and enter this strange and dangerous realm? And what do the Uncanny Avengers have to do with it? Find out here in this new ongoing tale of sword, sorcery and one man's struggle to not lose his soul.",, | artist:Luca Pizzari | penciller (cover):Julian Totino Tedesco | writer:Frank Tieri,, | onsaleDate:2015-11-18T00:00:00-0500 | focDate:2015-10-26T00:00:00-0400, | printPrice:3.99 
51531,Black Widow (2014) #13,13,21444,120,"- The world has turned against Black Widow. Her web is broken. How will she deal with this? - The final path to Chaos is at her feet, but will her own demons keep her from finally taking it? - What happened to Isaiah? Can Black Widow still turn to the Avengers, or even to SHIELD? - The creative team celebrates the first FULL YEAR of their astonishing unbroken run! ",, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99 51532,Black Widow (2014) #14,14,20292,107,"""The Kill List""  Natasha wants answers about Chaos and how she has a list of people who have them. One by one... How far can she go and still call herself a hero? ",, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2015-01-21T00:00:00-0500 | focDate:2015-01-07T00:00:00-0500 | unlimitedDate:2015-07-20T00:00:00-0400 | digitalPurchaseDate:2015-01-21T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99  
51533,Black Widow (2014) #15,15,20581,101,The moment we've all been waiting for: Natasha confronts Chaos!,, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2015-02-18T00:00:00-0500 | focDate:2015-02-04T00:00:00-0500 | unlimitedDate:2015-08-17T00:00:00-0400 | digitalPurchaseDate:2015-02-18T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99 
51535,Black Widow (2014) #16,16,21607,109,"NATASHA GETS AN OFFER...WILL SHE REFUSE? - CHAOS gets closer than ever before. - An enemy resurfaces...with a surprising agenda! - Can Natasha stay in the game, or will she get burned? ",, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2015-03-18T00:00:00-0400 | focDate:2015-03-04T00:00:00-0500 | unlimitedDate:2015-09-21T00:00:00-0400 | digitalPurchaseDate:2015-03-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
51536,Black Widow (2014) #17,17,18851,158,THE SPY WHO CAME IN FROM THE COLD! Natasha has been invited to see the beast from within: will she accept? Past and present collide as both young and current Natasha decide who controls the future.,, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2015-04-22T00:00:00-0400 | focDate:2015-04-08T00:00:00-0400 | unlimitedDate:2015-10-19T00:00:00-0400 | digitalPurchaseDate:2015-04-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
51537,Black Widow (2014) #18,18,21532,116,Natasha goes head to head with CHAOS! Will Natasha be able to bring down the unassailable Prophet? ,, | writer:Nathan Edmondson | penciller (cover):Phil Noto,, | onsaleDate:2015-05-27T00:00:00-0400 | focDate:2015-05-13T00:00:00-0400 | unlimitedDate:2015-11-30T00:00:00-0500 | digitalPurchaseDate:2015-05-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
51538,Black Widow (2014) #19,19,"27,387",95,"TOO LATE FOR REDEMPTION? At the end of all things, Black Widow finds herself unexpectedly connected to one of the darkest moments of her past. See how the first lines of red in her ledger were written. Will Natasha fall into darkness or rage against the dying of the light?",, | writer:Nathan Edmondson | penciller (cover):Phil Noto, | Secret Wars (2015), | onsaleDate:2015-06-24T00:00:00-0400 | focDate:2015-06-10T00:00:00-0400, | printPrice:3.99 
47986,Black Widow (2014) #1,1,53879,20,"You&#39;ve seen Black Widow as an Avenger and even an Agent of Shield. But on her own time she searches for atonement for her past as a KGB assassin&mdash;in ways of which those teams just wouldn&#39;t approve. From the darkest corners of the Marvel Universe, Nathan Edmonson (Who is Jake Ellis?) and Phil Noto (Thunderbolts, X-23) bring you a new ongoing series as gorgeous and mysterious as Nastasha Romanov herself!",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-01-08T00:00:00-0500 | focDate:2013-12-23T00:00:00-0500 | unlimitedDate:2014-06-30T00:00:00-0400 | digitalPurchaseDate:2014-01-08T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
47986,Black Widow (2014) #1,1,2674,362,"You&#39;ve seen Black Widow as an Avenger and even an Agent of Shield. But on her own time she searches for atonement for her past as a KGB assassin&mdash;in ways of which those teams just wouldn&#39;t approve. From the darkest corners of the Marvel Universe, Nathan Edmonson (Who is Jake Ellis?) and Phil Noto (Thunderbolts, X-23) bring you a new ongoing series as gorgeous and mysterious as Nastasha Romanov herself!",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-01-08T00:00:00-0500 | focDate:2013-12-23T00:00:00-0500 | unlimitedDate:2014-06-30T00:00:00-0400 | digitalPurchaseDate:2014-01-08T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
51539,Black Widow (2014) #20,20,20817,123,WHO IS THE BLACK WIDOW? What set off her long path of atonement? The creative team that's brought you the longest run in Black Widow history steps deeper into the psyche of Natasha Romanoff than ever before.,, | writer:Nathan Edmondson | penciller (cover):Phil Noto, | Secret Wars (2015), | onsaleDate:2015-07-29T00:00:00-0400 | focDate:2015-07-15T00:00:00-0400, | printPrice:3.99 
47987,Black Widow (2014) #2,2,31260,63,"In fact, it&#39;s so good, that you won&#39;t want to wait another month for the next issue. And you won&#39;t have to!",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-01-22T00:00:00-0500 | focDate:2014-01-08T00:00:00-0500 | unlimitedDate:2014-07-21T00:00:00-0400 | digitalPurchaseDate:2014-01-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
47988,Black Widow (2014) #3,3,28127,70,"The Finely Woven Thread - PART 3: &quot;FOLIAGE&quot;     <ul><li>She&#39;s the kind of woman you call when you need to escape from a South American prison.</li><li>Don&#39;t miss the book everyone is talking about (and it isn&#39;t even out yet!)</li></ul>",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-02-05T00:00:00-0500 | focDate:2014-01-22T00:00:00-0500 | unlimitedDate:2014-08-04T00:00:00-0400 | digitalPurchaseDate:2014-02-05T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
47990,Black Widow (2014) #5,5,27055,84,"NATHAN EDMONDSON (W) - Phil NOTO (A/C) - Paris, London, Montenegro. Natasha is in a race against time, under the shadow of the hammer... - A dark plot threatens Europe, and even SHIELD doesn't know who's behind it... - With nowhere to turn for answers, Natasha has no choice but to ask THE RAVEN for help... ",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 47992,Black Widow (2014) #7,7,25423,87,"The Finale, Part 1: - David. Clint. Barney. The Building. The Tracksuit Draculas. The Clown. - Ever seen ""Rio Bravo?"" Check it out, it's pretty good. ",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 47993,Black Widow (2014) #8,8,24555,121,"On a snowy night in Prague, Natasha must fight her way out of disaster alongside the WINTER SOLDIER! Meanwhile, Isaiah has business of his own in London, but a simple plan gets complicated. Nathan Edmonson and Phil Noto continue their uninterrupted run on one of the most acclaimed books of the year.",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 47994,Black Widow (2014) #9,9,24885,90,"""FRIEND FROM FOE."" In the pursuit of XAOC, Black Widow finds THE PUNISHER! And they are trapped on an abandoned oil tanker rigged to explode with CROSSBONES and his SKULL SQUAD! Don't miss the other side of this action-packed crossover event in THE PUNISHER #9!  ", | Black Widow, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 48490,Bucky Barnes: Winter Soldier (2014) #10,10,12446,161,"""INTO THE VOID"" The climax reaches its climax! Planet Mer-Z-Bow under siege! Bucky Barnes times two: one too many??",, | penciller (cover):Michael Del Mundo | artist:Langdon Foss | artist:Marco Rudy | writer:Ales Kot,, | onsaleDate:2015-08-05T00:00:00-0400 | focDate:2015-07-22T00:00:00-0400, | printPrice:3.99 
48491,Bucky Barnes: Winter Soldier (2014) #11,11,11948,166,"""CUDDLE TIME"" � After the climax. � The end is coming. � There might be a little death. ",, | penciller (cover):Michael Del Mundo | artist:Langdon Foss | artist:Marco Rudy | writer:Ales Kot,, | onsaleDate:2015-09-16T00:00:00-0400 | focDate:2015-09-02T00:00:00-0400, | printPrice:3.99  
48483,Bucky Barnes: Winter Soldier (2014) #3,3,22125,95,"""WHAT HAPPENS WHEN YOU'RE DONE?"" - Winter Soldier meets his match. In fact, he meets two. - Mer'z'bow is a planet of many surprises -- amongst them telepathy, romance, and space drugs. - Fast forward two hundred years: what happens when the job is done? The answer will reveal to you the Marvel Universe as YOU HAVE NEVER SEEN IT BEFORE! ",, | writer:Ales Kot | penciller (cover):Marco Rudy,, | onsaleDate:2015-01-07T00:00:00-0500 | focDate:2014-12-17T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2015-01-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99  
48484,Bucky Barnes: Winter Soldier (2014) #4,4,19280,114,"""IN A GALAXY FAR, FAR AWAY, A LONG TIME FROM YOUR NOW"" Move two hundred years into the future and see for yourself -- THE BUCKY BARNES OF THE FUTURE! Two hundred years of wars recounted. Conflicts arise, familiar faces appear. Take a glimpse of the Marvel Universe as you have never seen it before. What led Bucky to his decision to travel through the wormhole? Significant pieces of the story coalesce. ",, | artist:Langdon Foss | writer:Ales Kot | penciller (cover):Michael Del Mundo,, | onsaleDate:2015-01-21T00:00:00-0500 | focDate:2015-01-07T00:00:00-0500 | unlimitedDate:2015-07-13T00:00:00-0400 | digitalPurchaseDate:2015-01-21T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99  
48485,Bucky Barnes: Winter Soldier (2014) #5,5,17647,122,"""DEAD STARS"" The first arc reaches its conclusion! Mer-z-bow will never be the same! Upheaval imminent! Bucky Barnes, the Winter Soldier -- face to face with Crossbones! The mystery figure who took a shot at Bucky learns the cost of his transfiguration. Daisy Johnson causes an earthquake. Ventolin acts.",, | penciller (cover):Mike Del Mundo | writer:Ales Kot | artist:Marco Rudy,, | onsaleDate:2015-02-11T00:00:00-0500 | focDate:2015-01-28T00:00:00-0500 | unlimitedDate:2015-08-10T00:00:00-0400 | digitalPurchaseDate:2015-02-11T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99  
48486,Bucky Barnes: Winter Soldier (2014) #6,6,15150,143,"""IMAGINE WAR""  Mer-z-Bow approaches civil war �"" its first in over seven hundred years. Is Winter Soldier the catalyst? Bucky Barnes fights for his life. Crossbones sets the plan in motion. Quake and Ventolin join forces. The other Bucky Barnes came to the 616 part of the Multiverse to help. But did the man who helped end war just cause it in another universe? ",, | penciller (cover):Mike Del Mundo | writer:Ales Kot | artist:Marco Rudy,, | onsaleDate:2015-03-18T00:00:00-0400 | focDate:2015-03-04T00:00:00-0500 | unlimitedDate:2015-09-14T00:00:00-0400 | digitalPurchaseDate:2015-03-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99  
48487,Bucky Barnes: Winter Soldier (2014) #7,7,14779,192,"""IMAGINE PEACE"" Who sent Crossbones to kill Bucky Barnes? Who benefits from erasing their steps the most? There is a planet that is a gun and that gun is now aimed at Mer-z-Bow. Two hundred years in the future, Bucky Barnes helped establish peace. Now you will find out how. ",, | penciller (cover):Mike Del Mundo | artist:Langdon Foss | artist:Marco Rudy | writer:Ales Kot,, | onsaleDate:2015-04-08T00:00:00-0400 | focDate:2015-03-25T00:00:00-0400 | unlimitedDate:2015-10-12T00:00:00-0400 | digitalPurchaseDate:2015-04-08T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
48488,Bucky Barnes: Winter Soldier (2014) #8,8,13646,147,"""A NIGHT FLIGHT OVER YOUR HEART"" Bucky One. Bucky Two. It's time for a talk. Astral travel across dimensions! Daisy Johnson flies! The mastermind -- uncovered!",, | penciller (cover):Mike Del Mundo | writer:Ales Kot | artist:Marco Rudy,, | onsaleDate:2015-05-13T00:00:00-0400 | focDate:2015-04-29T00:00:00-0400 | unlimitedDate:2015-11-09T00:00:00-0500 | digitalPurchaseDate:2015-05-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
48489,Bucky Barnes: Winter Soldier (2014) #9,9,"12,850",152,"""WHOLE PLANET TAKEOVER"" Daisy Johnson goes on a hunt to a gun planet. Which is a planet that is an actual gun. Ventolin versus [REDACTED], and the lies fly wide and far. Or do they? The transdimensional team-up: Bucky #1 and Bucky #2 are ready to sort things out.",, | writer:Ales Kot | penciller (cover):Michael Del Mundo | artist:Marco Rudy,, | onsaleDate:2015-06-17T00:00:00-0400 | focDate:2015-06-03T00:00:00-0400 | unlimitedDate:2015-12-21T00:00:00-0500 | digitalPurchaseDate:2015-06-11T15:02:43-0400, | printPrice:3.99 | digitalPurchasePrice:3.99 
48569,Cable and X-Force (2012) #18,18,27285,82,"Classic X-Force villain STRYFE has returned! And he&#39;s eager to exact his revenge on the man who left him broken and adrift in the timestream: CABLE. As Stryfe&#39;s plan comes to bear, Hope is brought face-to-face with Bishop, the man who crusaded across centuries in a mission to exterminate her. But this time around, she&#39;s ready to retaliate&hellip;and they&#39;ll hold nothing back as they race to destroy one another. Don&#39;t miss this no-holds-barred, knockdown, drag-out X-FORCE event! Because when the dust settles, only ONE X-Force team will be left standing&hellip;",, | writer:Dennis Hopeless | penciller (cover):Ramon Perez | artist:Angel Unzueta,, | onsaleDate:2014-01-08T00:00:00-0500 | focDate:2013-12-23T00:00:00-0500 | unlimitedDate:2014-06-30T00:00:00-0400 | digitalPurchaseDate:2014-01-08T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
48570,Cable and X-Force (2012) #19,19,28208,75,"- Classic X-Force villain STRYFE has returned! And he's eager to exact his revenge on the man who left him broken and adrift in the timestream: CABLE. - As Stryfe's plan comes to bear, Hope is brought face-to-face with Bishop, the man who crusaded across centuries in a mission to exterminate her. But this time around, she's ready to retaliate...and they'll hold nothing back as they race to destroy one another. - Don't miss this no-holds-barred, knockdown, drag-out X-FORCE event! Because when the dust settles, only ONE X-Force team will be left standing... ",, | writer:Dennis Hopeless | penciller (cover):Ramon Perez | artist:Angel Unzueta,, | onsaleDate:2014-01-22T00:00:00-0500 | focDate:2014-01-08T00:00:00-0500 | unlimitedDate:2014-07-21T00:00:00-0400 | digitalPurchaseDate:2014-01-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 48320,Mighty Avengers (2013) #5,5,22246,98,"INHUMANITYTIE-IN! It&#39;s the leadership challenge you&#39;ve been waiting for! Luke vs The Superior Spider-Man - with She-Hulk arbitrating! As in &quot;arbitrating&quot; a robot&#39;s head off! Extreme physical discourtesy the way you crave it, True Believer! Meanwhile, there&#39;s something very rotten in the fallen city of Attilan - and it&#39;s shambling towards the Mighty Avengers! Plus! WHO are the Deathwalkers? Does Ronin know? Wait, hang on, he&#39;s DEAD?",, | writer:Al Ewing | penciller (cover):Greg Land, | Inhumanity, | onsaleDate:2014-01-22T00:00:00-0500 | focDate:2014-01-08T00:00:00-0500 | unlimitedDate:2014-07-21T00:00:00-0400 | digitalPurchaseDate:2014-01-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
48322,Mighty Avengers (2013) #7,7,18362,160,"     <ul><li>Years ago, Gideon Mace murdered Ava Ayala&#39;s family.</li><li>Ava Ayala is the White Tiger. She channels the power of an ancient god of terror and bloodlust. And she just gave it full control.</li><li>Pray for Gideon Mace.</li></ul>",, | writer:Al Ewing | penciller (cover):Greg Land | artist:Valerio Schiti,, | onsaleDate:2014-02-26T00:00:00-0500 | focDate:2014-02-12T00:00:00-0500 | unlimitedDate:2014-08-25T00:00:00-0400 | digitalPurchaseDate:2014-02-26T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99 
48323,Mighty Avengers (2013) #8,8,23996,107,"     <ul><li>Spectrum and She-Hulk join Blue Marvel on one of his global adventures - against a threat that could break Adam&#39;s heart!</li><li>It&#39;s White Tiger versus Tiger God - with Ava Ayala&#39;s soul in the balance!</li><li>We need to talk about Kevin.</li></ul>",, | writer:Al Ewing | penciller (cover):Greg Land | artist:Valerio Schiti,, | onsaleDate:2014-03-12T00:00:00-0400 | focDate:2014-02-26T00:00:00-0500 | unlimitedDate:2014-09-08T00:00:00-0400 | digitalPurchaseDate:2014-03-12T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99  
56549,Captain America: Sam Wilson (2015) #1,1,62535,31,"When Steve Rogers was restored to his natural age, he chose one of his closest and most trusted allies to take up his shield. Now Sam Wilson, formerly the Avenger known as Falcon, carries on the fight for liberty and justice as the all-new, all-different Captain America!",, | penciller (cover):Daniel Acuna | writer:Nick Spencer,, | onsaleDate:2015-10-14T00:00:00-0400 | focDate:2015-09-30T00:00:00-0400, | printPrice:3.99 
56554,Captain America: Sam Wilson (2015) #2,2,40224,52,"When Steve Rogers was restored to his natural age, he chose one of his closest and most trusted allies to take up his shield. Now Sam Wilson, formerly the Avenger known as Falcon, carries on the fight for liberty and justice as the all-new, all-different Captain America!",, | penciller (cover):Daniel Acuna | writer:Nick Spencer,, | onsaleDate:2015-10-28T00:00:00-0400 | focDate:2015-10-14T00:00:00-0400, | printPrice:3.99 
56557,Captain America: Sam Wilson (2015) #3,3,33984,78,"Because you demanded it-- the return of Cap-Wolf (er, Fal-Cap-Wolf)! What horrors await-- IN THE DUNGEON OF DOCTOR MALUS? ",, | penciller (cover):Daniel Acuna | writer:Nick Spencer,, | onsaleDate:2015-11-18T00:00:00-0500 | focDate:2015-11-03T00:00:00-0500, | printPrice:3.99  
53618,Captain America: White (2015) #1,1,59510,12,"� From his re-awakening in the present day to his days on the battlefield during World War II, follow CAPTAIN AMERICA as he recalls a special mission during THE BIG ONE! � It's 1941 and the HOWLING COMMANDOS are just looking to kick back and relax.... � But CAP and BUCKY are about to make their night a whole lot worse! � The EISNER AWARD-WINNING team of JEPH LOEB and TIM SALE reunite to tell a shocking story of CAPTAIN AMERICA AND BUCKY! � Extra-sized issue featuring CAPTAIN AMERICA: WHITE #0 ",, | writer:Jeph Loeb | penciller (cover):Tim Sale,, | onsaleDate:2015-09-16T00:00:00-0400 | focDate:2015-09-02T00:00:00-0400, | printPrice:4.99  
53620,Captain America: White (2015) #2,2,40422,30,"BULLETS! BOMBS! EXPLOSIVE REVELATIONS! CAPTAIN AMERICA AND BUCKY are ready to lead the HOWLING COMMANDOS, but are the HOWLING COMMANDOS ready to follow? Things go from bad to worse and only Bucky can save the day! Will a shocking appearance from an old ally turn the tide of battle?",, | writer:Jeph Loeb | penciller (cover):Tim Sale,, | onsaleDate:2015-09-30T00:00:00-0400 | focDate:2015-09-16T00:00:00-0400, | printPrice:3.99 
53621,Captain America: White (2015) #3,3,37867,56,"THE SUPERSTAR CREATIVE TEAM OF SPIDER-MAN: BLUE, HULK: GRAY, AND DAREDEVIL: YELLOW BRING THEIR MAGIC TO AMERICA'S #1 HERO! Captured! With CAP and BUCKY behind enemy lines, who will save them? Definitely not the HOWLING COMMANDOS! They've been taken prisoner, too! You'll never believe who the newest Nazi soldiers are!",, | writer:Jeph Loeb | penciller (cover):Tim Sale,, | onsaleDate:2015-10-14T00:00:00-0400 | focDate:2015-09-30T00:00:00-0400, | printPrice:3.99 
53622,Captain America: White (2015) #4,4,32858,83,It's the middle of World War 2 and Cap and Bucky are pitted against evil himself-The Red Skull! Can they free Paris from his nefarious clutches? Or will the fraying bond between the two finally win out? Superstars JEPH LOEB and TIM SALE continue their Captain America epic!,, | writer:Jeph Loeb | penciller (cover):Tim Sale,, | onsaleDate:2015-11-11T00:00:00-0500 | focDate:2015-10-27T00:00:00-0400, | printPrice:3.99 
43722,Captain America (2012) #1,1,4725,319,"Thrust into a bizarre, inhospitable world far from home, the all-new, high-adventure, mind-melting, tough-as-nails, sci-fi, pulp-fantasy era of Captain America is NOW! With no country and no allies, what&rsquo;s left for the Sentinel of Liberty to protect? The Saga of Dimension Z begins here!", | Captain America, | editor:Tom Brevoort | letterer:Chris Eliopoulos | inker (cover):Klaus Janson | writer:Rick Remender | colorist (cover):Dean V. White,, | onsaleDate:2012-11-21T00:00:00-0500 | focDate:2012-11-07T00:00:00-0500 | unlimitedDate:2013-05-20T00:00:00-0400 | digitalPurchaseDate:2012-11-21T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
48582,Captain America (2012) #15,15,33433,52,The final fate of Nuke! Dr. Mindbubble revealed! The Iron Nail&#39;s war on the Capitalist West begins! Captain America unraveled!,, | penciller (cover):Carlos Pacheco | writer:Rick Remender,, | onsaleDate:2014-01-22T00:00:00-0500 | focDate:2014-01-08T00:00:00-0500 | unlimitedDate:2014-06-21T00:00:00-0400 | digitalPurchaseDate:2014-01-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 
