9973,Valkyrie (2010),2010,2010,
14720,Vengeance (2011),2011,2011,
8577,Vengeance of the Moon Knight (2009 - 2010),2009,2010,PARENTAL ADVISORY
13911,Venom (2011 - Present),2011,2099,Rated T+
780,Venom Vs. Carnage (2004),2004,2004,Marvel Psr
5323,Venom: Dark Origin (2008 - 2009),2008,2009,RATED T+
14809,Venom: Flashpoint (2011),2011,2011,
20896,Venom: Space Knight (2015 - Present),2015,2099,Rated T+
13760,Victor Von Doom (2011 - 2012),2011,2012,
15282,Villains for Hire (2011 - 2012),2011,2012,
20897,Vision (2015 - Present),2015,2099,Rated T+
19212,Vision (2002),2002,2002,
