47992,Black Widow (2014) #7,7,25423,87,"The Finale, Part 1: - David. Clint. Barney. The Building. The Tracksuit Draculas. The Clown. - Ever seen ""Rio Bravo?"" Check it out, it's pretty good. ",, | writer:Nathan Edmondson | penciler (cover):Phil Noto,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
