46790,X-Men (2013) #8,8,29795,73,"Part 2 of MUERTAS - Lady Deathstrike is building an all-new empire and the X-Men will be her calling card! - Without her tech, Karima struggles to remember who she was. - And introducing...Frenzy! ",, | penciller (cover):Terry Dodson | writer:Brian Wood,, | onsaleDate:2013-12-18T00:00:00-0500 | focDate:2013-12-03T00:00:00-0500 | unlimitedDate:2014-06-23T00:00:00-0400 | digitalPurchaseDate:2013-12-18T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
