48324,Mighty Avengers (2013) #9,9,23903,95,"- The Blue Marvel faces a nightmare from the depths of the Neutral Zone - and the depths of his past! - Meanwhile, Ronin can't hide from the Deathwalkers any longer... - ...or from the readers! This ish - the mask comes off! ",, | writer:Al Ewing | penciller (cover):Greg Land,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
