48854,Thor: God of Thunder (2012) #23,23,36540,55,"THE LAST DAYS OF MIDGARD Part Five - Thor's war to save the earth comes to its epic conclusion. In the far future, King Thor makes a dark decision that may save the day, but at what cost? - And in present-day Broxton, Oklahoma, Thor makes a final stand against the forces of ROXXON, but not even a god can save everyone. ",, | writer:Jason Aaron | penciller (cover):AGUSTIN ALESSIO | artist:Esad Ribic,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
