50947,Death of Wolverine (2014) #2,2,5079,297,"IT'S THE BEGINNING OF THE END â€"" 3 MONTHS TO DIE ENDS HERE! - The beginning of the end is now here ... THE DEATH OF WOLVERINE! - THREE MONTHS TO DIE, the loss of Wolverine's healing factor--all led to this, the single most important X-Men event of the decade. - Logan has spent over a century being the best there is at what he does...but even the best fade away eventually. - Over the years, Logan has been a warrior, a hero, a renegade, a samurai, a teacher-and so much more. But now, the greatest X-Men hero will play a role he's never played before in this special weekly event brought to you by industry superstars Charles Soule and Steve McNiven. ",, | penciller (cover):Steve McNiven | writer:Charles Soule,, | onsaleDate:2014-09-10T00:00:00-0400 | focDate:2014-08-18T00:00:00-0400 | unlimitedDate:2015-03-09T00:00:00-0400 | digitalPurchaseDate:2014-09-10T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
