48793,Nova (2013) #13,13,26147,79,"All-New Marvel Now means some All-New Nova Wow! After Infinity, Inhumanity, and the landmark 100th appearance of Nova, it&#39;s been a crazy year for the galaxy&#39;s newest hero! As Sam Alexander continues to hunt down clues of the Nova Corps demise, he finds an all new threat of his own making. But the arrival of former Mjolnir-wielder Beta Ray Bill means Nova&#39;s days may be numbered.",, | letterer:Chris Eliopoulos | colorist (cover):Marte Gracia | penciler (cover):Ed McGuinness | inker (cover):Dexter Vines | editor:Stephen Wacker | writer:Zeb Wells,, | onsaleDate:2014-02-19T00:00:00-0500 | focDate:2014-02-05T00:00:00-0500 | unlimitedDate:2014-08-18T00:00:00-0400 | digitalPurchaseDate:2014-02-19T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
