50587,Amazing X-Men Annual (2014) #1,1,35777,59,"- Storm and the Amazing X-Men go to Africa! - A death in Storm's family sheds light on a new threat to the X-Men! ",, | penciller (cover):Salvador Larroca,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
