49022,Captain Marvel (2014) #5,5,23666,126,"Ever since she set off on her latest &quot;adventure,&quot; Carol Danvers has had her butt handed to her at every turn. She&#39;s done with that nonsense. Let&#39;s start flipping some tables, shall we? Tic, the Rocket Girl, and Jackie, the Warlord, are getting in on the &quot;Oh no you di&#39;n&#39;t!&quot; action too!",, | writer:Kelly Sue DeConnick | penciller (cover):David Lopez,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
