48331,Silver Surfer (2014) #4,4,32747,94,"- In order to return alien abductee Dawn Greenwood home, the Surfer must travel to the one place in the galaxy he dreads the most... Planet Earth! - And what should be a quick drop off turns into turns into one very... strange adventure. - Featuring: DOCTOR STRANGE, THE INCREDIBLE HULK, and some surprise guest stars. Including those movie stars on the cover! ",, | penciller (cover):Michael Allred | writer:Dan Slott,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-06-23T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
