49519,New Warriors (2014) #6,6,18156,121,"- The All-New New Warriors announce their arrival to the rest of the world, which doesn't make anyone particularly happy. - The Avengers vs. the New Warriors! - And who's the power behind the High Evolutionary? ",, | penciller (cover):Ramon Perez | writer:Christopher Yost,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
