46450,Secret Avengers (2013) #6,6,19435,151,"- S.H.I.E.L.D. take the fight to AIM's door, with deadly repercussions. - The Secret Avengers are outgunned and trapped in enemy territory! ",, | artist:Butch Guice | penciller (cover):Nic Klein | writer:Nick Spencer,, | onsaleDate:2013-07-10T00:00:00-0400 | focDate:2013-06-26T00:00:00-0400 | unlimitedDate:2014-01-13T00:00:00-0500 | digitalPurchaseDate:2013-07-10T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
