43831,Fantastic Four (2012) #1,1,65775,7,"Marvel Now! begins for Marvel's First Family! Four adults. Two kids. One ""car."" The Fantastic Four take a journey through all of infinite time and space! ", | Fantastic Four, | penciler (cover):Mark Bagley | editor:Tom Brevoort | letterer:Chris Eliopoulos | inker (cover):Mark Farmer | writer:Matt Fraction | colorist:Paul Mounts,, | onsaleDate:2012-11-14T00:00:00-0500 | focDate:2012-10-31T00:00:00-0400 | unlimitedDate:2013-05-13T00:00:00-0400 | digitalPurchaseDate:2012-11-14T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
