48919,Magneto (2014) #7,7,31001,98,"Magneto is on a one-man mission to safeguard the future of mutantkind by any means necessary. So far, he&#39;s done so by eliminating human threats&hellip; But what happens when it&#39;s MUTANTS who pose a threat to their own species? Will Magneto cross a line and raise his hand to his own kind? And if so, just how far will he go?",, | artist:Javier Fernandez Barranco | writer:Cullen Bunn | penciller (cover):Declan Shalvey,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-07-02T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
