49296,Deadpool Vs. X-Force (2014) #1,1,54762,33,"Journey back to the days of the 1990s, when two characters debuted who would change the face of comics&hellip;Cable &amp; Deadpool! In this all-new tale, we learn of the pair&#39;s first meeting, well before New Mutants #98, as Cable and his soon-to-be X-Force race through the timestream to stop the reckless mercenary Deadpool before he destroys American history for good!", | X-Force, | penciller (cover):Shane Davis | artist:Pepe Larraz | writer:Duane Swierczynski,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
