49498,Original Sin (2014) #2,2,7335,225,"WHO HOLDS THE EYE? WHO KNOWS ITS SECRETS? The cosmic manhunt for the Watcher's killer continues. More bodies are discovered. The killer's trail leads to the far corners of the universe and beyond. And just when Nick Fury and the Avengers think they've cornered their murderer...EVERYTHING EXPLODES, unleashing the Marvel Universe's greatest secrets. ",, | writer:Jason Aaron | artist:Mike Deodato | penciller (cover):Julian Totino Tedesco, | Original Sin, | onsaleDate:2014-05-21T00:00:00-0400 | focDate:2014-05-07T00:00:00-0400 | unlimitedDate:2014-11-17T00:00:00-0500 | digitalPurchaseDate:2014-05-21T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
