52812,Thor (2014) #3,3,72563,5,"- Lifting the enchanted hammer Mjolnir has transformed a mysterious woman into an all-new version of the mighty Thor. - But what happens when she's separated from that hammer? - Plus, Frost Giants! ROXXON! And oh yeah, whatever happened to the guy who used to carry that hammer? ",, | writer:Jason Aaron | penciller (cover):Russell Dauterman,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
