49222,Uncanny Avengers (2012) #19,19,52381,26,"- AVENGE THE EARTH Continues! - Kang's Chronos Corps arrives on Planet X with a terrible offer! - The former members of the Uncanny Avengers must reunite to save the Earth! - Magneto's all-new X-Force are out for the blood of a Summers! ",, | penciller (cover):Daniel Acuna | writer:Rick Remender,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
