50892,Original Sin (2014) #5.2,5.2,46110,51,"THOR: THE TENTH REALM - Thanks to the events of ORIGINAL SIN, the deepest secret of the Nine Realms is revealed... a Tenth Realm! - Thor and Loki embark on a quest to discover this strange new world -- and the sister Thor never knew he had... Angela! - But can Loki be trusted? And will brother and sister murder each other before the truth comes out? ",, | writer:Jason Aaron | writer:Al Ewing | artist:Simone Bianchi | artist:Lee Garbett | penciller (cover):Dale Keown, | Original Sin, | onsaleDate:2014-07-23T00:00:00-0400 | focDate:2014-06-30T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
