46721,Wolverine (2013) #4,4,37732,52,"- The conclusion of Hunting Season! - New York City is under biological attack. Can Wolverine save it before it's too late? - Guest starring Nick Fury! ",, | writer:Paul Cornell | penciler (cover):Alan Davis,, | onsaleDate:2013-06-12T00:00:00-0400 | focDate:2013-05-29T00:00:00-0400 | unlimitedDate:2013-12-16T00:00:00-0500 | digitalPurchaseDate:2013-06-12T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
