52714,Storm (2014) #6,6,17028,148,"- Finishing her business with Yukio in Las Vegas, Storm hitches a flight home. - But unbeknownst to her, she's got some stowaways in her carry-on luggage: vengeful assassins armed to the teeth! - And they intend to make sure Storm doesn't reach her destination... ",, | penciller:Al Barrionuevo | penciller (cover):Stephanie Hans | editor:Daniel Ketchum | writer:Greg Pak,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-05-05T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
