50223,Rocket Raccoon (2014) #2,2,56597,17,"ARTIST VARIANT BY TBA - FRAMED. The most notorious Raccoon in the galaxy has been arrested and falsely accused of murder! - The real killer? An imposter procyon that seems to be one step ahead of Rocket at every turn. - Now, it's up to Rocket and a certain someone from Planet X to find the truth! ",, | penciller (cover):Skottie Young,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-14T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
