48691,X-Men (2013) #18,18,35543,57,"FROM THE EXECUTIVE PRODUCER OF TV's ""ARROW""! NEW CREATIVE TEAM! And a new mission for the first all-female team of X-MEN. S.W.O.R.D. is Earth's premiere counterterrorism and intelligence agency when it comes to dealing with extraterrestrial threats. But when the ferocious Shi'Ar warrior Deathbird lands on their doorstep at the brink of death, S.W.O.R.D. calls in the X-MEN to investigate! But are the X-Men equipped to handle the horrific new threat that's emerged from the edge of space? ",, | writer:Marc Guggenheim | editor:Jeanine Schaefer | penciller:Dexter Soy,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
