50887,Legendary Star-Lord (2014) #1,1,78501,9,"From the pages of GUARDIANS OF THE GALAXY! A brand new series from SAM HUMPHRIES and PACO MEDINA! In this exciting first issue, Peter Quill battles the Badoon, fights to save an orphanage, and still finds time for some flirting with Kitty Pryde--but it's all in a day's work for the STAR-LORD! ", | Star-Lord (Peter Quill), | writer:Sam Humphries | penciller (cover):Steve McNiven | artist:Paco Medina, | Marvel NOW!, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
