49059,Marvel's Guardians of the Galaxy Prelude (2014) #1,1,22705,104,"GET READY FOR MARVEL'S GUARDIANS OF THE GALAXY WITH AN ALL-NEW COMIC BOOK PRELUDE-WRITTEN BY COSMIC LEGENDS DAN ABNETT AND ANDY LANNING! - Who is Nebula? What tragic events forged her unbreakable allegiance to her dark lord? Find out here! - Plus: Gamora! Korath! And more from the Marvel Cinematic Universe! ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Wellington Alves,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-11-24T00:00:00-0500 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:2.99
 
