50850,Original Sin (2014) #3.1,3.1,45338,36,"EVERYBODY HAS ONE... ",, | artist:Mark Bagley | penciller (cover):J. G. Jones | writer:Mark Waid, | Original Sin, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
