48307,Marvel Universe Avengers Assemble (2013) #7,7,4412,326,"- The ultra-powerfull Hyperion arrives to save the Earth, but his methods are too extreme - The Avengers must stand up to Hyperion's might to save humanity from total domination. ",, | writer:Joe Caramagna,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400, | printPrice:2.99
 
