48357,All-New Invaders (2014) #4,4,22927,102,"""GODS AND SOLDIERS"" PART FOUR - THE INVADERS incursion into Hala, the Kree Homeworld, has begun...and already our heroes are in trouble. - Now the team must fight a Kree-controlled God, but which God? From which pantheon? And how can they defeat an immortal with unlimited power? - See NAMOR unleashed, CAPTAIN AMERICA fight and THE HUMAN TORCH turn up the heat!!! - And what is the dangerous side mission that only WINTER SOLDIER and AARKUS THE GOLDEN AGE VISION can complete? ",, | artist:Steve Pugh | writer:James Robinson | penciller (cover):Mukesh Singh,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
