47983,Amazing Spider-Man (2014) #1.4,1.4,66431,8,"- Witness another secret chapter from the first days of Spider-Man! - What started off as fun-and-games for new villain Clash turns deadly serious. - As if that weren't enough, a classic Spider-Man villain joins in on the fun! ",, | artist:Ramon Perez | penciller (cover):Alex Ross | writer:Dan Slott,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-04T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
