48917,Magneto (2014) #5,5,32837,67,"- Magneto continues his crusade of safeguarding the future of mutantkind by whatever means he deems necessary, all the while pursued by agents of S.H.I.E.L.D.... - But now someone new is hot on the trail of the Master of Magnetism. Someone with ties to his past. Will she be his greatest ally or his downfall...or both? ",, | artist:Javier Fernandez Barranco | writer:Cullen Bunn | penciller (cover):Declan Shalvey,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
