48799,Nova (2013) #19,19,24580,120,"ORIGINAL SIN tie-in! Original Sin presents a pair of mysteries: Was Nova&#39;s father a murderer? What is the secret origin of the Black Novas? As Sam grieves for The Watcher, he turns to a friend for help -- Rocket Raccoon!",, | writer:Gerry Duggan | penciller (cover):Paco Medina, | Original Sin, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-07-02T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
