51168,Avengers & X-Men: Axis (2014) #9,9,69518,9,"ACT III: NEW WORLD DISORDER - Who will live? Who will die? Who will remain inverted? A shocking climax that promises to crack the Marvel Universe to its very core! - An old foe must claim the mantle of his greatest enemy to save the lives of all he cares for! - An X-Man's horrifying fate! An Avenger's appalling choice! If you read only one comic this century â€"" This is it!",, | penciller (cover):Jim Cheung | writer:Rick Remender, | Axis, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-09-24T00:00:00-0400 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:4.99
 
