48869,Thunderbolts (2012) #28,28,21652,138,"- THE PUNISHER vs. THE THUNDERBOLTS, PART TWO - As Frank moves in to take out his former allies... - ...Another former Thunderbolt closes in on them both! ",, | writer:Benjamin Acker | writer:Benjamin a. Blacker | artist:Carlo Barberi | penciller (cover):David Yardin,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-07-02T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
