49081,Moon Knight (2014) #5,5,38630,73,"An abandoned hotel in New York contains a single abductee and upwards of twenty armed mob enforcers. Moon Knight is going to go inside and rescue the abductee. Alone. Every issue has sold out! Go ahead and up your orders so your readers don&#39;t miss out!",, | writer:Warren Ellis | penciller (cover):Declan Shalvey,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
