45810,Amazing Spider-Man (2014) #11,11,104739,2,"SPIDER-VERSE PART 3! AMAZING SPIDER-MAN VS. SUPERIOR SPIDER-MAN! The Spider-Army doesn't have time for this squabbling as the Inheritors tighten their noose. ",, | penciller (cover):Olivier Coipel | writer:Dan Slott, | Spider-Verse, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
