48533,All-New X-Men (2012) #30,30,54882,22,"Past, present and future collide as the Future Brotherhood exacts their final judgment on the All-New X-Men. Plus, Angel takes control!",, | writer:Brian Michael Bendis | penciller (cover):Stuart Immonen,, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
