49263,All-New Ultimates (2014) #7,7,16654,133,"SPIDER-MAN, BLACK WIDOW, KITTY, CLOAK & DAGGER barely hold back the carnage of vengeful sewer leaders AGENT CROCK & VERMIN! - The BENGAL joins the police squad just in time to regulate Scourge's murderous aftermath! - Will the hunt for CROSSBONES reveal a deeper, darker secret behind the city's rampant crime wave? ",, | writer:Michel Fiffe | artist:Giannis Milonogiannis | penciller (cover):David Nakayama,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-13T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
