48792,New Avengers (2013) #22,22,42797,35,"""THIS IS THE VERY END..."" - The Illuminati shatters under an exploding planet. ",, | writer:Jonathan Hickman | penciller (cover):Dale Keown | artist:Kev Walker,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:2014-07-23T00:00:00-0400 | unlimitedDate:2015-02-02T00:00:00-0500 | digitalPurchaseDate:2014-08-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
