51159,Deadpool (2012) #39,39,42198,44,"AXIS TIE-IN! You heard right-since the events of AXIS inverted him...DEADPOOL HAS GONE ZEN! HE FOUND PEACE! HE SWORE OFF VIOLENCE! So how is he going to help his friends live through the inverted X-Men?!? ",, | penciller (cover):Mark Brooks | writer:Gerry Duggan | writer:Brian Posehn | penciller:Mike Hawthorne, | Axis, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-12-01T00:00:00-0500 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
