47819,Inhuman (2014) #10,10,25445,102,"AXIS TIE-INS! Medusa's inversion in AXIS makes her a very different ruler of Attilan! What is the Ennilux Corporation? ",, | editor:Nick Lowe | penciller (cover):Ryan Stegman, | Axis, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
