50459,Cyclops (2014) #8,8,17146,145,"The cutthroat space-pirate crew Scott Summers has joined up with is rampaging across space, plundering, and cutting throats. And now Scott is expected to cut throats with them! Exactly how far will Scott go to save his skin â€"" and to rescue his captive father? At least on the romance front there's some good news: Scott's discovered there are other girls in the universe besides Jean Gray. But let's just hope the pirate captain doesn't discover Scott's got his eye on his daughter. (Get it? ""Eye on his daughter."" That's a Cyclops joke right there!) ",, | artist:Javier Garron | writer:John Layman | penciller (cover):Alexander Lozano,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-12-10T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
