46789,X-Men (2013) #7,7,30409,72,"The six-part &quot;Muertas&quot; arc kicks off with the return of Lady Deathstrike! Can a new Sisterhood be far behind? Meanwhile, the X-Men regroup following the Battle of the Atom &ndash; and a new member joins the team!",, | penciller (cover):Terry Dodson | writer:Brian Wood,, | onsaleDate:2013-11-20T00:00:00-0500 | focDate:2013-11-06T00:00:00-0500 | unlimitedDate:2014-05-19T00:00:00-0400 | digitalPurchaseDate:2013-11-20T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
