48914,Magneto (2014) #2,2,35772,58,"- Horrors from Magneto's past inform his decisions in the present as he hunts down the source of the newest threat to mutantkind. - Meanwhile, S.H.I.E.L.D. catches a glimpse of Magneto's new band of followers... ",, | writer:Cullen Bunn | penciller (cover):Chris Samnee | artist:Gabriel Hernandez Walta,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
