49209,Miles Morales: Ultimate Spider-Man (2014) #8,8,31448,77,"A MIND-BLOWING TURN OF EVENTS! THIS IS BIG! SPIDER-MAN'S life is turned upside down! What is the truth behind MILES' legacy? WHO was Miles' FATHER? ",, | editor:Mark Paniccia,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
