50556,Spider-Verse Team-Up (2014) #2,2,34408,58,"MILES MORALES AND ULTIMATE SPIDER-MAN (from the ULTIMATE SPIDER-MAN cartoon) TEAM UP! GWEN STACY SPIDER-WOMAN goes to a universe to recruit a Peter Parker who never got over her death! ",, | writer:Gerry Conway | writer:Christos Gage | artist:Paul Smith | penciller (cover):Dave Williams, | Spider-Verse, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
