51173,Nova (2013) #25,25,21805,116,"AXIS TIE-IN! - Over-sized monumental 25th issue and great jumping-on point! - Things are changing for Sam Alexander, A.K.A. Nova, the Human Rocket, so get on board to the fastest moving comic in the business! 40 PGS./Rated T+ ...$4.99 ",,, | Axis, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-11-03T00:00:00-0500 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:4.99
 
