48690,X-Men (2013) #17,17,36255,83,"The Future has come calling&hellip;and he wants his son Shogo back! But will Jubilee and the X-Men let their bouncing baby boy go without a fight? Spoiler alert: HELL NO!",, | artist:Matteo Buffagni | penciller (cover):Terry Dodson | writer:Brian Wood,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
