49628,Miracleman (2014) #8,8,17654,163,"Miracleman vs. Miracledog! Miracleman and Gargunza. Their dreams have been intertwined since 1954. Tonight, one will realize his dream, and the other&hellip; Including stories originally presented in MIRACLEMAN #7-8, plus bonus material.",, | artist:Chuck Austen | penciller (cover):John Romita JR.,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400, | printPrice:4.99
 
