50172,All-New Doop (2014) #3,3,12625,157,"- Behind the scenes and beyond the margins of Battle for the Atom, Doop's unrequited love for Kitty continues unabated, forcing the little green guy to drag Bobby Drake into Doopland for some highly unusual questioning. - Doop discovers that Raze is not really future Kitty Pryde. - But the shapey-shapeshifter has a VERY dark secret that just might stop Doop from telling the other X-Men the truth about his identity. ",, | penciller (cover):Mike Allred | artist:David Lafuente | writer:Peter Milligan,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
