49257,All-New Ultimates (2014) #1,1,30308,70,"THE NEXT GENERATION OF ULTIMATES IS HERE!!! - SPIDER-MAN, BLACK WIDOW, KITTY PRYDE, BOMBSHELL, CLOAK & DAGGER officially unite to tackle the vicious, rampant crime wave overtaking Hell's Kitchen! - DIAMONDBACK leads the teen gang, the SERPENT SKULLS, as they run West Midtown's drug and weapons trade & deal in murderous citywide terror! - Detective Brigid O'Reilly and her anti-gang unit are on the hunt for a serial mask killer called SCOURGE; they get close but not without some casualties! - Written by Michel Fiffe, the creator of the acclaimed indie series COPRA. ",, | penciller (cover):David Nakayama | artist:Amilcar Pinna,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-26T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
