51136,Thanos Vs. Hulk (2014) #1,1,39862,47,"An all-new four-part story by fan-favorite Jim Starlin begins here! The Hulk is kidnapped by Pip the Troll and traded to Annihilus! Then Thanos of Titan gets thrown into the mix... ",, | penciller (cover):Jim Starlin,, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:3.99
 52750,Thanos Vs. Hulk (2014) #1,1,39862,47,"- An all-new four-part story by fan-favorite Jim Starlin begins here! - The Hulk is kidnapped by Pip the Troll and traded to Annihilus! - Then Thanos of Titan gets thrown into the mix... ",, | penciller (cover):Jim Starlin,, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500, | printPrice:3.99
 
