48635,Guardians of the Galaxy (2013) #16,16,54827,23,"- Starlord on the run from a mysterious new adversary- alone without the aid of the Guardians! ",, | writer:Brian Michael Bendis | penciller (cover):Nick Bradshaw,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-11T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
