49911,Iron Patriot (2014) #2,2,18495,129,"""UNBREAKABLE"" PART 2 - Who is controlling the IRON PATRIOT suit? - The conspiracy to destroy America from within grows - And...James Rhodes dies!!! ",,,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-04-09T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
