49505,Original Sin (2014) #3,3,93351,3,"ANSWERS AT ALL COSTS. - In the wake of last issue's explosion of secrets, the heroes of the Marvel U are reeling, leaving Nick Fury to stand alone. - He Who Holds the Eye is still on the run, and now we meet his boss, the villainous mastermind behind the raid on the Watcher's lair. - And in deep space, the Winter Soldier leads a team that uncovers the most bizarre murder of all. ",, | writer:Jason Aaron | artist:Mike Deodato | penciller (cover):Julian Totino Tedesco, | Original Sin, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
