49513,Dexter Down Under (2014) #5,5,8693,199,"THE CHILLING CONCLUSION OF DEXTER'S INTERNATIONAL ADVENTURE â€"" WRITTEN BY HIS CREATOR JEFF LINDSAY! - Dexter Morgan, the serial killer of serial killers, is on the trail of a new murderer...but he's away from his cool Miami beat and feeling the Australian heat! - When everything is flipped Down Under, Dexter isn't the hunter-he's the prey! - Not only is Dexter being stalked, he's trapped in a private big game preserve-where humans are the prize! Will this one end with a bang? ",, | penciller (cover):Michael Del Mundo | writer:Jeff Lindsay | artist:Dalibor Talajic,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400, | printPrice:3.99
 
