51167,All-New X-Men Annual (2014) #1,1,44052,37,"THE SECRET LIFE OF EVA BELL - Part 2 - Part two of Eva Bell's journey through the ages! - With limited control over her powers, and even less control over her destinations, Eva had believed herself lost in time. - But just when she had come to accept this as truth, her world was once again ripped asunder as she is once again sent tumbling through time. ",,,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:24.99 | digitalPurchasePrice:4.99
 
