50690,Figment (2014) #1,1,12735,155,"THE NEXT DISNEY ADVENTURE IS HERE â€"" STARRING ONE OF DISNEY'S MOST POPULAR CHARACTERS! - Dive into a steampunk fantasy story exploring the never-before-revealed origin of the inventor known as Dreamfinder, and how one little spark of inspiration created a dragon called Figment. - What is the Academy Scientifica-Lucidus? Who is Blarion Mercurial? What is the Integrated Mesmonic Spark Convertor? Find out as we give a Marvel spin to Epcot's mind-bending attraction, Journey Into Imagination! - Brought to you by the acclaimed and uniquely talented team of Jim Zub (Skullkickers) and Filipe Andrade (CAPTAIN MARVEL)! ",, | penciller (cover):John Tyler Christopher | artist:Filipe Daniel Moreno De Andrade | writer:Jim Zub,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400, | printPrice:3.99
 
